flow_type,citizenship_code,citizenship_country,reporting_country_code,reporting_country,year,value
immigration,AL,Albania,AT,Austria,2015,335.0
immigration,AL,Albania,AT,Austria,2016,337.0
immigration,AL,Albania,AT,Austria,2017,381.0
immigration,AL,Albania,AT,Austria,2018,364.0
immigration,AL,Albania,AT,Austria,2019,410.0
immigration,AL,Albania,AT,Austria,2020,338.0
immigration,AL,Albania,AT,Austria,2021,400.0
immigration,AL,Albania,AT,Austria,2022,527.0
immigration,AL,Albania,AT,Austria,2023,497.0
immigration,AL,Albania,AT,Austria,2024,425.0
immigration,AL,Albania,BE,Belgium,2015,878.0
immigration,AL,Albania,BE,Belgium,2016,939.0
immigration,AL,Albania,BE,Belgium,2017,951.0
immigration,AL,Albania,BE,Belgium,2018,1006.0
immigration,AL,Albania,BE,Belgium,2019,1122.0
immigration,AL,Albania,BE,Belgium,2023,1132.0
immigration,AL,Albania,BE,Belgium,2024,1126.0
immigration,AL,Albania,BG,Bulgaria,2015,58.0
immigration,AL,Albania,BG,Bulgaria,2016,73.0
immigration,AL,Albania,BG,Bulgaria,2017,91.0
immigration,AL,Albania,BG,Bulgaria,2018,99.0
immigration,AL,Albania,BG,Bulgaria,2019,125.0
immigration,AL,Albania,BG,Bulgaria,2020,119.0
immigration,AL,Albania,BG,Bulgaria,2021,127.0
immigration,AL,Albania,BG,Bulgaria,2022,125.0
immigration,AL,Albania,BG,Bulgaria,2023,117.0
immigration,AL,Albania,BG,Bulgaria,2024,85.0
immigration,AL,Albania,CH,Switzerland,2015,195.0
immigration,AL,Albania,CH,Switzerland,2016,202.0
immigration,AL,Albania,CH,Switzerland,2017,236.0
immigration,AL,Albania,CH,Switzerland,2018,304.0
immigration,AL,Albania,CH,Switzerland,2019,282.0
immigration,AL,Albania,CH,Switzerland,2020,282.0
immigration,AL,Albania,CZ,Czechia,2015,30.0
immigration,AL,Albania,CZ,Czechia,2016,69.0
immigration,AL,Albania,CZ,Czechia,2017,79.0
immigration,AL,Albania,CZ,Czechia,2018,114.0
immigration,AL,Albania,CZ,Czechia,2019,163.0
immigration,AL,Albania,CZ,Czechia,2020,76.0
immigration,AL,Albania,CZ,Czechia,2021,71.0
immigration,AL,Albania,CZ,Czechia,2022,123.0
immigration,AL,Albania,CZ,Czechia,2023,129.0
immigration,AL,Albania,CZ,Czechia,2024,71.0
immigration,AL,Albania,DE,Germany,2015,31375.0
immigration,AL,Albania,DE,Germany,2016,6450.0
immigration,AL,Albania,DE,Germany,2017,8341.0
immigration,AL,Albania,DE,Germany,2018,10780.0
immigration,AL,Albania,DE,Germany,2019,13181.0
immigration,AL,Albania,DE,Germany,2020,10811.0
immigration,AL,Albania,DE,Germany,2021,13483.0
immigration,AL,Albania,DE,Germany,2022,17779.0
immigration,AL,Albania,DE,Germany,2023,15956.0
immigration,AL,Albania,DE,Germany,2024,13416.0
immigration,AL,Albania,DK,Denmark,2015,25.0
immigration,AL,Albania,DK,Denmark,2016,39.0
immigration,AL,Albania,DK,Denmark,2017,50.0
immigration,AL,Albania,DK,Denmark,2018,57.0
immigration,AL,Albania,DK,Denmark,2019,39.0
immigration,AL,Albania,DK,Denmark,2020,26.0
immigration,AL,Albania,DK,Denmark,2021,49.0
immigration,AL,Albania,EE,Estonia,2015,6.0
immigration,AL,Albania,EE,Estonia,2016,14.0
immigration,AL,Albania,EE,Estonia,2017,4.0
immigration,AL,Albania,EE,Estonia,2018,5.0
immigration,AL,Albania,EE,Estonia,2019,8.0
immigration,AL,Albania,EE,Estonia,2022,6.0
immigration,AL,Albania,EE,Estonia,2023,5.0
immigration,AL,Albania,EE,Estonia,2024,4.0
immigration,AL,Albania,FI,Finland,2015,74.0
immigration,AL,Albania,FI,Finland,2016,76.0
immigration,AL,Albania,FI,Finland,2017,90.0
immigration,AL,Albania,FI,Finland,2018,100.0
immigration,AL,Albania,FI,Finland,2019,120.0
immigration,AL,Albania,FI,Finland,2020,179.0
immigration,AL,Albania,FI,Finland,2021,186.0
immigration,AL,Albania,FI,Finland,2022,337.0
immigration,AL,Albania,FI,Finland,2023,425.0
immigration,AL,Albania,FI,Finland,2024,242.0
immigration,AL,Albania,HR,Croatia,2015,14.0
immigration,AL,Albania,HR,Croatia,2016,13.0
immigration,AL,Albania,HR,Croatia,2017,207.0
immigration,AL,Albania,HR,Croatia,2018,642.0
immigration,AL,Albania,HR,Croatia,2019,1304.0
immigration,AL,Albania,HR,Croatia,2020,1091.0
immigration,AL,Albania,HR,Croatia,2021,1024.0
immigration,AL,Albania,HR,Croatia,2022,1131.0
immigration,AL,Albania,HR,Croatia,2023,1219.0
immigration,AL,Albania,HR,Croatia,2024,939.0
immigration,AL,Albania,HU,Hungary,2015,77.0
immigration,AL,Albania,HU,Hungary,2016,70.0
immigration,AL,Albania,HU,Hungary,2017,114.0
immigration,AL,Albania,HU,Hungary,2018,184.0
immigration,AL,Albania,HU,Hungary,2019,207.0
immigration,AL,Albania,HU,Hungary,2020,143.0
immigration,AL,Albania,HU,Hungary,2021,167.0
immigration,AL,Albania,HU,Hungary,2022,180.0
immigration,AL,Albania,HU,Hungary,2023,200.0
immigration,AL,Albania,HU,Hungary,2024,136.0
immigration,AL,Albania,IS,Iceland,2015,8.0
immigration,AL,Albania,IS,Iceland,2016,29.0
immigration,AL,Albania,IS,Iceland,2017,41.0
immigration,AL,Albania,IS,Iceland,2018,43.0
immigration,AL,Albania,IS,Iceland,2019,30.0
immigration,AL,Albania,IS,Iceland,2020,29.0
immigration,AL,Albania,IS,Iceland,2021,26.0
immigration,AL,Albania,IS,Iceland,2022,38.0
immigration,AL,Albania,IS,Iceland,2023,45.0
immigration,AL,Albania,IS,Iceland,2024,42.0
immigration,AL,Albania,IT,Italy,2015,11545.0
immigration,AL,Albania,IT,Italy,2016,12966.0
immigration,AL,Albania,IT,Italy,2017,15385.0
immigration,AL,Albania,IT,Italy,2018,17994.0
immigration,AL,Albania,IT,Italy,2019,22228.0
immigration,AL,Albania,IT,Italy,2020,17193.0
immigration,AL,Albania,IT,Italy,2021,22057.0
immigration,AL,Albania,IT,Italy,2022,29108.0
immigration,AL,Albania,IT,Italy,2023,29990.0
immigration,AL,Albania,IT,Italy,2024,27587.0
immigration,AL,Albania,LI,Liechtenstein,2015,1.0
immigration,AL,Albania,LI,Liechtenstein,2016,0.0
immigration,AL,Albania,LI,Liechtenstein,2017,1.0
immigration,AL,Albania,LI,Liechtenstein,2018,0.0
immigration,AL,Albania,LI,Liechtenstein,2019,0.0
immigration,AL,Albania,LI,Liechtenstein,2020,1.0
immigration,AL,Albania,LI,Liechtenstein,2021,0.0
immigration,AL,Albania,LT,Lithuania,2015,5.0
immigration,AL,Albania,LT,Lithuania,2016,7.0
immigration,AL,Albania,LT,Lithuania,2017,16.0
immigration,AL,Albania,LT,Lithuania,2018,17.0
immigration,AL,Albania,LT,Lithuania,2019,23.0
immigration,AL,Albania,LT,Lithuania,2020,10.0
immigration,AL,Albania,LT,Lithuania,2021,26.0
immigration,AL,Albania,LT,Lithuania,2022,24.0
immigration,AL,Albania,LT,Lithuania,2023,31.0
immigration,AL,Albania,LT,Lithuania,2024,21.0
immigration,AL,Albania,LU,Luxembourg,2015,146.0
immigration,AL,Albania,LU,Luxembourg,2016,163.0
immigration,AL,Albania,LU,Luxembourg,2017,114.0
immigration,AL,Albania,LU,Luxembourg,2018,112.0
immigration,AL,Albania,LU,Luxembourg,2019,145.0
immigration,AL,Albania,LU,Luxembourg,2020,124.0
immigration,AL,Albania,LU,Luxembourg,2021,151.0
immigration,AL,Albania,LU,Luxembourg,2022,198.0
immigration,AL,Albania,LU,Luxembourg,2023,182.0
immigration,AL,Albania,LU,Luxembourg,2024,139.0
immigration,AL,Albania,LV,Latvia,2017,2.0
immigration,AL,Albania,LV,Latvia,2018,3.0
immigration,AL,Albania,LV,Latvia,2019,3.0
immigration,AL,Albania,LV,Latvia,2020,2.0
immigration,AL,Albania,LV,Latvia,2021,6.0
immigration,AL,Albania,LV,Latvia,2022,4.0
immigration,AL,Albania,LV,Latvia,2023,0.0
immigration,AL,Albania,LV,Latvia,2024,4.0
immigration,AL,Albania,MD,Moldova,2015,18.0
immigration,AL,Albania,MD,Moldova,2016,13.0
immigration,AL,Albania,MD,Moldova,2017,15.0
immigration,AL,Albania,MD,Moldova,2018,24.0
immigration,AL,Albania,MD,Moldova,2019,19.0
immigration,AL,Albania,MD,Moldova,2020,4.0
immigration,AL,Albania,MD,Moldova,2021,9.0
immigration,AL,Albania,MD,Moldova,2022,10.0
immigration,AL,Albania,MD,Moldova,2023,35.0
immigration,AL,Albania,MD,Moldova,2024,20.0
immigration,AL,Albania,ME,Montenegro,2015,58.0
immigration,AL,Albania,ME,Montenegro,2016,172.0
immigration,AL,Albania,ME,Montenegro,2017,411.0
immigration,AL,Albania,ME,Montenegro,2018,809.0
immigration,AL,Albania,ME,Montenegro,2019,1106.0
immigration,AL,Albania,ME,Montenegro,2020,513.0
immigration,AL,Albania,MK,North Macedonia,2015,247.0
immigration,AL,Albania,MK,North Macedonia,2016,263.0
immigration,AL,Albania,MK,North Macedonia,2017,161.0
immigration,AL,Albania,MK,North Macedonia,2018,140.0
immigration,AL,Albania,MK,North Macedonia,2019,216.0
immigration,AL,Albania,MK,North Macedonia,2020,204.0
immigration,AL,Albania,MK,North Macedonia,2021,119.0
immigration,AL,Albania,NL,Netherlands,2015,199.0
immigration,AL,Albania,NL,Netherlands,2016,200.0
immigration,AL,Albania,NL,Netherlands,2017,243.0
immigration,AL,Albania,NL,Netherlands,2018,272.0
immigration,AL,Albania,NL,Netherlands,2019,314.0
immigration,AL,Albania,NL,Netherlands,2020,196.0
immigration,AL,Albania,NL,Netherlands,2021,245.0
immigration,AL,Albania,NL,Netherlands,2022,341.0
immigration,AL,Albania,NL,Netherlands,2023,313.0
immigration,AL,Albania,NL,Netherlands,2024,264.0
immigration,AL,Albania,NO,Norway,2015,123.0
immigration,AL,Albania,NO,Norway,2016,137.0
immigration,AL,Albania,NO,Norway,2017,159.0
immigration,AL,Albania,NO,Norway,2018,150.0
immigration,AL,Albania,NO,Norway,2019,164.0
immigration,AL,Albania,NO,Norway,2020,123.0
immigration,AL,Albania,NO,Norway,2021,158.0
immigration,AL,Albania,NO,Norway,2022,197.0
immigration,AL,Albania,NO,Norway,2023,147.0
immigration,AL,Albania,NO,Norway,2024,109.0
immigration,AL,Albania,RO,Romania,2015,182.0
immigration,AL,Albania,RO,Romania,2016,142.0
immigration,AL,Albania,RO,Romania,2017,228.0
immigration,AL,Albania,RO,Romania,2018,258.0
immigration,AL,Albania,RO,Romania,2021,270.0
immigration,AL,Albania,RO,Romania,2022,253.0
immigration,AL,Albania,RO,Romania,2023,441.0
immigration,AL,Albania,RO,Romania,2024,187.0
immigration,AL,Albania,SE,Sweden,2015,466.0
immigration,AL,Albania,SE,Sweden,2016,658.0
immigration,AL,Albania,SE,Sweden,2017,978.0
immigration,AL,Albania,SE,Sweden,2018,1306.0
immigration,AL,Albania,SE,Sweden,2019,1420.0
immigration,AL,Albania,SE,Sweden,2020,877.0
immigration,AL,Albania,SE,Sweden,2021,682.0
immigration,AL,Albania,SE,Sweden,2022,904.0
immigration,AL,Albania,SE,Sweden,2023,788.0
immigration,AL,Albania,SE,Sweden,2024,522.0
immigration,AL,Albania,SI,Slovenia,2015,18.0
immigration,AL,Albania,SI,Slovenia,2016,11.0
immigration,AL,Albania,SI,Slovenia,2017,11.0
immigration,AL,Albania,SI,Slovenia,2018,19.0
immigration,AL,Albania,SI,Slovenia,2019,30.0
immigration,AL,Albania,SI,Slovenia,2020,44.0
immigration,AL,Albania,SI,Slovenia,2021,34.0
immigration,AL,Albania,SI,Slovenia,2022,69.0
immigration,AL,Albania,SI,Slovenia,2023,73.0
immigration,AL,Albania,SI,Slovenia,2024,78.0
immigration,AL,Albania,SK,Slovakia,2015,0.0
immigration,AL,Albania,SK,Slovakia,2016,12.0
immigration,AL,Albania,SK,Slovakia,2017,8.0
immigration,AL,Albania,SK,Slovakia,2018,5.0
immigration,AL,Albania,SK,Slovakia,2019,14.0
immigration,AL,Albania,SK,Slovakia,2020,16.0
immigration,AL,Albania,SK,Slovakia,2021,29.0
immigration,AL,Albania,SK,Slovakia,2022,18.0
immigration,AL,Albania,SK,Slovakia,2023,7.0
immigration,AL,Albania,SK,Slovakia,2024,6.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,AT,Austria,2015,68797.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,AT,Austria,2016,64699.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,AT,Austria,2017,64353.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,AT,Austria,2018,65327.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,AT,Austria,2019,68121.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BE,Belgium,2015,61840.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BE,Belgium,2016,58855.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BE,Belgium,2017,60151.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BE,Belgium,2018,63924.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BE,Belgium,2019,69022.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BG,Bulgaria,2015,1435.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BG,Bulgaria,2016,1310.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BG,Bulgaria,2017,649.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BG,Bulgaria,2018,1038.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BG,Bulgaria,2019,1222.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CH,Switzerland,2015,90219.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CH,Switzerland,2016,87347.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CH,Switzerland,2017,82535.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CH,Switzerland,2018,82774.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CH,Switzerland,2019,83542.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CY,Cyprus,2015,4596.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CY,Cyprus,2016,6840.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CY,Cyprus,2017,9103.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CY,Cyprus,2018,9779.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CY,Cyprus,2019,8450.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CZ,Czechia,2015,14505.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CZ,Czechia,2016,29647.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CZ,Czechia,2017,16586.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CZ,Czechia,2018,17837.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CZ,Czechia,2019,33987.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DE,Germany,2015,467831.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DE,Germany,2016,421921.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DE,Germany,2017,406064.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DE,Germany,2018,383291.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DE,Germany,2019,356143.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DK,Denmark,2015,24926.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DK,Denmark,2016,24969.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DK,Denmark,2017,25595.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DK,Denmark,2018,24957.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DK,Denmark,2019,23608.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EE,Estonia,2015,3188.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EE,Estonia,2016,3511.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EE,Estonia,2017,4555.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EE,Estonia,2018,4158.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EE,Estonia,2019,3923.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EL,Greece,2015,16494.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EL,Greece,2016,16623.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EL,Greece,2017,17180.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EL,Greece,2018,16726.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EL,Greece,2019,13783.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ES,Spain,2015,106174.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ES,Spain,2016,116314.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ES,Spain,2017,139415.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ES,Spain,2018,145298.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ES,Spain,2019,151762.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FI,Finland,2015,7624.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FI,Finland,2016,7072.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FI,Finland,2017,6464.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FI,Finland,2018,7037.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FI,Finland,2019,6607.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FR,France,2015,84275.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FR,France,2016,82759.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FR,France,2017,74491.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FR,France,2018,78679.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FR,France,2019,73987.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,HR,Croatia,2015,2192.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,HR,Croatia,2016,2212.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,HR,Croatia,2017,2187.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,HR,Croatia,2018,2242.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,HR,Croatia,2019,2510.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,HU,Hungary,2015,10549.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,HU,Hungary,2016,10532.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,HU,Hungary,2017,11182.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,HU,Hungary,2018,11139.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,HU,Hungary,2019,11082.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IE,Ireland,2015,29390.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IE,Ireland,2016,29851.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IE,Ireland,2017,26485.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IE,Ireland,2018,30296.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IE,Ireland,2019,28834.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IS,Iceland,2015,3097.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IS,Iceland,2016,5306.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IS,Iceland,2017,8394.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IS,Iceland,2018,8207.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IS,Iceland,2019,6484.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IT,Italy,2015,63492.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IT,Italy,2016,62693.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IT,Italy,2017,61096.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IT,Italy,2018,57369.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,IT,Italy,2019,58672.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LI,Liechtenstein,2015,271.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LI,Liechtenstein,2016,227.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LI,Liechtenstein,2017,246.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LI,Liechtenstein,2018,236.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LI,Liechtenstein,2019,276.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LT,Lithuania,2015,1449.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LT,Lithuania,2016,859.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LT,Lithuania,2017,779.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LT,Lithuania,2018,788.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LT,Lithuania,2019,895.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LU,Luxembourg,2015,16419.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LU,Luxembourg,2016,15962.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LU,Luxembourg,2017,16662.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LU,Luxembourg,2018,16435.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LU,Luxembourg,2019,17042.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LV,Latvia,2015,661.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LV,Latvia,2016,500.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LV,Latvia,2017,748.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LV,Latvia,2018,667.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,LV,Latvia,2019,714.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MD,Moldova,2015,12877.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MD,Moldova,2016,23293.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MD,Moldova,2017,26037.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MD,Moldova,2018,36346.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MD,Moldova,2019,27763.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ME,Montenegro,2015,223.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ME,Montenegro,2016,270.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ME,Montenegro,2017,345.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ME,Montenegro,2018,343.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ME,Montenegro,2019,411.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MK,North Macedonia,2015,315.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MK,North Macedonia,2016,330.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MK,North Macedonia,2017,311.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MK,North Macedonia,2018,271.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MK,North Macedonia,2019,259.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MT,Malta,2015,8390.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MT,Malta,2016,9284.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MT,Malta,2017,11827.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MT,Malta,2018,11038.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,MT,Malta,2019,7948.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,NL,Netherlands,2015,60070.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,NL,Netherlands,2016,63878.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,NL,Netherlands,2017,72573.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,NL,Netherlands,2018,79443.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,NL,Netherlands,2019,89530.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,NO,Norway,2015,27103.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,NO,Norway,2016,21445.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,NO,Norway,2017,19957.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,NO,Norway,2018,20424.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,NO,Norway,2019,20740.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,PL,Poland,2015,29395.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,PL,Poland,2016,22786.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,PL,Poland,2017,22653.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,PL,Poland,2018,19175.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,PL,Poland,2019,24480.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,PT,Portugal,2015,7293.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,PT,Portugal,2016,8312.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,PT,Portugal,2017,9418.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,PT,Portugal,2018,9301.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,PT,Portugal,2019,15120.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,RO,Romania,2015,8245.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,RO,Romania,2016,5630.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,RO,Romania,2017,9244.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,RO,Romania,2018,9193.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,RO,Romania,2019,9352.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,SE,Sweden,2015,29760.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,SE,Sweden,2016,30508.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,SE,Sweden,2017,29973.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,SE,Sweden,2018,28151.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,SE,Sweden,2019,25174.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,SI,Slovenia,2015,2762.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,SI,Slovenia,2016,3389.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,SI,Slovenia,2017,3315.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,SI,Slovenia,2018,3381.0
immigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,SI,Slovenia,2019,3142.0
