flow_type,citizenship_code,citizenship_country,reporting_country_code,reporting_country,year,value
immigration,UNK,Unknown,IT,Italy,2022,0.0
immigration,UNK,Unknown,IT,Italy,2023,0.0
immigration,UNK,Unknown,IT,Italy,2024,0.0
immigration,UNK,Unknown,LI,Liechtenstein,2015,0.0
immigration,UNK,Unknown,LI,Liechtenstein,2016,0.0
immigration,UNK,Unknown,LI,Liechtenstein,2017,0.0
immigration,UNK,Unknown,LI,Liechtenstein,2018,0.0
immigration,UNK,Unknown,LI,Liechtenstein,2019,0.0
immigration,UNK,Unknown,LI,Liechtenstein,2020,0.0
immigration,UNK,Unknown,LI,Liechtenstein,2021,0.0
immigration,UNK,Unknown,LI,Liechtenstein,2022,2.0
immigration,UNK,Unknown,LI,Liechtenstein,2023,1.0
immigration,UNK,Unknown,LI,Liechtenstein,2024,6.0
immigration,UNK,Unknown,LT,Lithuania,2015,0.0
immigration,UNK,Unknown,LT,Lithuania,2016,0.0
immigration,UNK,Unknown,LT,Lithuania,2017,0.0
immigration,UNK,Unknown,LT,Lithuania,2018,0.0
immigration,UNK,Unknown,LT,Lithuania,2019,0.0
immigration,UNK,Unknown,LT,Lithuania,2020,2.0
immigration,UNK,Unknown,LT,Lithuania,2021,0.0
immigration,UNK,Unknown,LT,Lithuania,2022,29.0
immigration,UNK,Unknown,LT,Lithuania,2024,0.0
immigration,UNK,Unknown,LU,Luxembourg,2015,50.0
immigration,UNK,Unknown,LU,Luxembourg,2016,13.0
immigration,UNK,Unknown,LU,Luxembourg,2017,26.0
immigration,UNK,Unknown,LU,Luxembourg,2018,27.0
immigration,UNK,Unknown,LU,Luxembourg,2019,45.0
immigration,UNK,Unknown,LU,Luxembourg,2020,47.0
immigration,UNK,Unknown,LU,Luxembourg,2021,40.0
immigration,UNK,Unknown,LU,Luxembourg,2022,40.0
immigration,UNK,Unknown,LU,Luxembourg,2023,30.0
immigration,UNK,Unknown,LU,Luxembourg,2024,48.0
immigration,UNK,Unknown,LV,Latvia,2015,36.0
immigration,UNK,Unknown,LV,Latvia,2016,29.0
immigration,UNK,Unknown,LV,Latvia,2017,11.0
immigration,UNK,Unknown,LV,Latvia,2018,29.0
immigration,UNK,Unknown,LV,Latvia,2019,33.0
immigration,UNK,Unknown,LV,Latvia,2020,30.0
immigration,UNK,Unknown,LV,Latvia,2021,44.0
immigration,UNK,Unknown,LV,Latvia,2022,30.0
immigration,UNK,Unknown,LV,Latvia,2023,53.0
immigration,UNK,Unknown,LV,Latvia,2024,41.0
immigration,UNK,Unknown,MD,Moldova,2015,0.0
immigration,UNK,Unknown,MD,Moldova,2016,0.0
immigration,UNK,Unknown,MD,Moldova,2017,0.0
immigration,UNK,Unknown,MD,Moldova,2018,0.0
immigration,UNK,Unknown,MD,Moldova,2019,0.0
immigration,UNK,Unknown,MD,Moldova,2020,0.0
immigration,UNK,Unknown,MD,Moldova,2021,0.0
immigration,UNK,Unknown,MD,Moldova,2022,0.0
immigration,UNK,Unknown,MD,Moldova,2023,0.0
immigration,UNK,Unknown,MD,Moldova,2024,0.0
immigration,UNK,Unknown,ME,Montenegro,2015,17.0
immigration,UNK,Unknown,ME,Montenegro,2016,19.0
immigration,UNK,Unknown,ME,Montenegro,2017,27.0
immigration,UNK,Unknown,ME,Montenegro,2018,21.0
immigration,UNK,Unknown,ME,Montenegro,2019,19.0
immigration,UNK,Unknown,ME,Montenegro,2020,18.0
immigration,UNK,Unknown,ME,Montenegro,2022,31.0
immigration,UNK,Unknown,ME,Montenegro,2023,18.0
immigration,UNK,Unknown,ME,Montenegro,2024,30.0
immigration,UNK,Unknown,MK,North Macedonia,2015,2.0
immigration,UNK,Unknown,MK,North Macedonia,2016,2.0
immigration,UNK,Unknown,MK,North Macedonia,2017,6.0
immigration,UNK,Unknown,MK,North Macedonia,2018,3.0
immigration,UNK,Unknown,MK,North Macedonia,2019,1.0
immigration,UNK,Unknown,MK,North Macedonia,2020,0.0
immigration,UNK,Unknown,MK,North Macedonia,2021,0.0
immigration,UNK,Unknown,MK,North Macedonia,2022,1.0
immigration,UNK,Unknown,MK,North Macedonia,2024,0.0
immigration,UNK,Unknown,MT,Malta,2015,0.0
immigration,UNK,Unknown,MT,Malta,2016,0.0
immigration,UNK,Unknown,MT,Malta,2017,0.0
immigration,UNK,Unknown,MT,Malta,2018,0.0
immigration,UNK,Unknown,MT,Malta,2019,0.0
immigration,UNK,Unknown,MT,Malta,2020,0.0
immigration,UNK,Unknown,MT,Malta,2021,0.0
immigration,UNK,Unknown,MT,Malta,2022,0.0
immigration,UNK,Unknown,MT,Malta,2023,0.0
immigration,UNK,Unknown,MT,Malta,2024,0.0
immigration,UNK,Unknown,NL,Netherlands,2015,1667.0
immigration,UNK,Unknown,NL,Netherlands,2016,1960.0
immigration,UNK,Unknown,NL,Netherlands,2017,1302.0
immigration,UNK,Unknown,NL,Netherlands,2018,934.0
immigration,UNK,Unknown,NL,Netherlands,2019,1266.0
immigration,UNK,Unknown,NL,Netherlands,2020,810.0
immigration,UNK,Unknown,NL,Netherlands,2021,624.0
immigration,UNK,Unknown,NL,Netherlands,2022,1212.0
immigration,UNK,Unknown,NL,Netherlands,2023,1372.0
immigration,UNK,Unknown,NL,Netherlands,2024,1881.0
immigration,UNK,Unknown,NO,Norway,2015,13.0
immigration,UNK,Unknown,NO,Norway,2016,20.0
immigration,UNK,Unknown,NO,Norway,2017,41.0
immigration,UNK,Unknown,NO,Norway,2018,4.0
immigration,UNK,Unknown,NO,Norway,2019,0.0
immigration,UNK,Unknown,NO,Norway,2020,0.0
immigration,UNK,Unknown,NO,Norway,2021,15.0
immigration,UNK,Unknown,NO,Norway,2022,2.0
immigration,UNK,Unknown,NO,Norway,2023,9.0
immigration,UNK,Unknown,NO,Norway,2024,6.0
immigration,UNK,Unknown,PL,Poland,2015,42.0
immigration,UNK,Unknown,PL,Poland,2016,22.0
immigration,UNK,Unknown,PL,Poland,2017,0.0
immigration,UNK,Unknown,PL,Poland,2018,0.0
immigration,UNK,Unknown,PL,Poland,2019,0.0
immigration,UNK,Unknown,PL,Poland,2020,127.0
immigration,UNK,Unknown,PL,Poland,2021,50.0
immigration,UNK,Unknown,PL,Poland,2022,54.0
immigration,UNK,Unknown,PL,Poland,2023,46.0
immigration,UNK,Unknown,PL,Poland,2024,41.0
immigration,UNK,Unknown,PT,Portugal,2015,0.0
immigration,UNK,Unknown,PT,Portugal,2016,0.0
immigration,UNK,Unknown,PT,Portugal,2017,0.0
immigration,UNK,Unknown,PT,Portugal,2018,0.0
immigration,UNK,Unknown,PT,Portugal,2019,0.0
immigration,UNK,Unknown,PT,Portugal,2020,0.0
immigration,UNK,Unknown,PT,Portugal,2021,0.0
immigration,UNK,Unknown,PT,Portugal,2022,0.0
immigration,UNK,Unknown,PT,Portugal,2023,0.0
immigration,UNK,Unknown,RO,Romania,2015,63.0
immigration,UNK,Unknown,RO,Romania,2016,0.0
immigration,UNK,Unknown,RO,Romania,2017,4271.0
immigration,UNK,Unknown,RO,Romania,2018,229.0
immigration,UNK,Unknown,RO,Romania,2019,344.0
immigration,UNK,Unknown,RO,Romania,2020,232.0
immigration,UNK,Unknown,RO,Romania,2021,86.0
immigration,UNK,Unknown,RO,Romania,2022,259.0
immigration,UNK,Unknown,RO,Romania,2023,996.0
immigration,UNK,Unknown,RO,Romania,2024,56.0
immigration,UNK,Unknown,SE,Sweden,2015,511.0
immigration,UNK,Unknown,SE,Sweden,2016,534.0
immigration,UNK,Unknown,SE,Sweden,2017,580.0
immigration,UNK,Unknown,SE,Sweden,2018,445.0
immigration,UNK,Unknown,SE,Sweden,2019,395.0
immigration,UNK,Unknown,SE,Sweden,2020,245.0
immigration,UNK,Unknown,SE,Sweden,2021,231.0
immigration,UNK,Unknown,SE,Sweden,2022,218.0
immigration,UNK,Unknown,SE,Sweden,2023,104.0
immigration,UNK,Unknown,SE,Sweden,2024,71.0
immigration,UNK,Unknown,SI,Slovenia,2015,0.0
immigration,UNK,Unknown,SI,Slovenia,2016,0.0
immigration,UNK,Unknown,SI,Slovenia,2017,0.0
immigration,UNK,Unknown,SI,Slovenia,2018,0.0
immigration,UNK,Unknown,SI,Slovenia,2019,0.0
immigration,UNK,Unknown,SI,Slovenia,2020,0.0
immigration,UNK,Unknown,SI,Slovenia,2021,0.0
immigration,UNK,Unknown,SI,Slovenia,2022,0.0
immigration,UNK,Unknown,SI,Slovenia,2023,0.0
immigration,UNK,Unknown,SI,Slovenia,2024,0.0
immigration,UNK,Unknown,SK,Slovakia,2015,0.0
immigration,UNK,Unknown,SK,Slovakia,2016,0.0
immigration,UNK,Unknown,SK,Slovakia,2017,0.0
immigration,UNK,Unknown,SK,Slovakia,2018,0.0
immigration,UNK,Unknown,SK,Slovakia,2019,0.0
immigration,UNK,Unknown,SK,Slovakia,2020,0.0
immigration,UNK,Unknown,SK,Slovakia,2021,0.0
immigration,UNK,Unknown,SK,Slovakia,2022,0.0
immigration,UNK,Unknown,SK,Slovakia,2023,0.0
immigration,UNK,Unknown,SK,Slovakia,2024,0.0
immigration,UNK,Unknown,UK,United Kingdom,2015,0.0
immigration,UNK,Unknown,UK,United Kingdom,2016,0.0
immigration,UNK,Unknown,UK,United Kingdom,2017,0.0
immigration,UNK,Unknown,UK,United Kingdom,2018,0.0
immigration,UNK,Unknown,UK,United Kingdom,2019,0.0
emigration,AL,Albania,AT,Austria,2015,107.0
emigration,AL,Albania,AT,Austria,2016,141.0
emigration,AL,Albania,AT,Austria,2017,153.0
emigration,AL,Albania,AT,Austria,2018,137.0
emigration,AL,Albania,AT,Austria,2019,142.0
emigration,AL,Albania,AT,Austria,2020,164.0
emigration,AL,Albania,AT,Austria,2021,149.0
emigration,AL,Albania,AT,Austria,2022,140.0
emigration,AL,Albania,AT,Austria,2023,113.0
emigration,AL,Albania,AT,Austria,2024,174.0
emigration,AL,Albania,BE,Belgium,2015,565.0
emigration,AL,Albania,BE,Belgium,2016,454.0
emigration,AL,Albania,BE,Belgium,2017,345.0
emigration,AL,Albania,BE,Belgium,2018,416.0
emigration,AL,Albania,BE,Belgium,2019,945.0
emigration,AL,Albania,BE,Belgium,2020,359.0
emigration,AL,Albania,BE,Belgium,2022,399.0
emigration,AL,Albania,BE,Belgium,2023,516.0
emigration,AL,Albania,BE,Belgium,2024,460.0
emigration,AL,Albania,BG,Bulgaria,2015,51.0
emigration,AL,Albania,BG,Bulgaria,2016,26.0
emigration,AL,Albania,BG,Bulgaria,2017,39.0
emigration,AL,Albania,BG,Bulgaria,2018,38.0
emigration,AL,Albania,BG,Bulgaria,2019,27.0
emigration,AL,Albania,BG,Bulgaria,2020,53.0
emigration,AL,Albania,BG,Bulgaria,2021,39.0
emigration,AL,Albania,BG,Bulgaria,2022,7.0
emigration,AL,Albania,BG,Bulgaria,2023,29.0
emigration,AL,Albania,BG,Bulgaria,2024,34.0
emigration,AL,Albania,CH,Switzerland,2015,61.0
emigration,AL,Albania,CH,Switzerland,2016,121.0
emigration,AL,Albania,CH,Switzerland,2017,73.0
emigration,AL,Albania,CH,Switzerland,2018,81.0
emigration,AL,Albania,CH,Switzerland,2019,92.0
emigration,AL,Albania,CH,Switzerland,2020,86.0
emigration,AL,Albania,CZ,Czechia,2015,20.0
emigration,AL,Albania,CZ,Czechia,2016,32.0
emigration,AL,Albania,CZ,Czechia,2017,34.0
emigration,AL,Albania,CZ,Czechia,2018,55.0
emigration,AL,Albania,CZ,Czechia,2019,84.0
emigration,AL,Albania,CZ,Czechia,2020,50.0
emigration,AL,Albania,CZ,Czechia,2021,31.0
emigration,AL,Albania,CZ,Czechia,2022,40.0
emigration,AL,Albania,CZ,Czechia,2023,43.0
emigration,AL,Albania,CZ,Czechia,2024,57.0
emigration,AL,Albania,DE,Germany,2015,1996.0
emigration,AL,Albania,DE,Germany,2016,16526.0
emigration,AL,Albania,DE,Germany,2017,9768.0
emigration,AL,Albania,DE,Germany,2018,3625.0
emigration,AL,Albania,DE,Germany,2019,2085.0
emigration,AL,Albania,DE,Germany,2020,1876.0
emigration,AL,Albania,DE,Germany,2021,2314.0
emigration,AL,Albania,DE,Germany,2022,2058.0
emigration,AL,Albania,DE,Germany,2023,7640.0
emigration,AL,Albania,DE,Germany,2024,4585.0
emigration,AL,Albania,DK,Denmark,2015,11.0
emigration,AL,Albania,DK,Denmark,2016,17.0
emigration,AL,Albania,DK,Denmark,2017,22.0
emigration,AL,Albania,DK,Denmark,2018,27.0
emigration,AL,Albania,DK,Denmark,2019,26.0
emigration,AL,Albania,DK,Denmark,2020,14.0
emigration,AL,Albania,DK,Denmark,2021,18.0
emigration,AL,Albania,EE,Estonia,2015,1.0
emigration,AL,Albania,EE,Estonia,2016,2.0
emigration,AL,Albania,EE,Estonia,2017,3.0
emigration,AL,Albania,EE,Estonia,2018,6.0
emigration,AL,Albania,EE,Estonia,2019,1.0
emigration,AL,Albania,EE,Estonia,2022,2.0
emigration,AL,Albania,EE,Estonia,2023,2.0
emigration,AL,Albania,EE,Estonia,2024,8.0
emigration,AL,Albania,FI,Finland,2015,6.0
emigration,AL,Albania,FI,Finland,2016,2.0
emigration,AL,Albania,FI,Finland,2017,7.0
emigration,AL,Albania,FI,Finland,2018,1.0
emigration,AL,Albania,FI,Finland,2019,5.0
emigration,AL,Albania,FI,Finland,2020,13.0
emigration,AL,Albania,FI,Finland,2021,4.0
emigration,AL,Albania,FI,Finland,2022,9.0
emigration,AL,Albania,FI,Finland,2023,8.0
emigration,AL,Albania,FI,Finland,2024,12.0
emigration,AL,Albania,HR,Croatia,2015,4.0
emigration,AL,Albania,HR,Croatia,2016,3.0
emigration,AL,Albania,HR,Croatia,2017,6.0
emigration,AL,Albania,HR,Croatia,2018,87.0
emigration,AL,Albania,HR,Croatia,2019,292.0
emigration,AL,Albania,HR,Croatia,2020,680.0
emigration,AL,Albania,HR,Croatia,2021,764.0
emigration,AL,Albania,HR,Croatia,2022,787.0
emigration,AL,Albania,HR,Croatia,2023,687.0
emigration,AL,Albania,HR,Croatia,2024,785.0
emigration,AL,Albania,HU,Hungary,2015,24.0
emigration,AL,Albania,HU,Hungary,2016,34.0
emigration,AL,Albania,HU,Hungary,2017,29.0
emigration,AL,Albania,HU,Hungary,2018,28.0
emigration,AL,Albania,HU,Hungary,2019,9.0
emigration,AL,Albania,HU,Hungary,2020,162.0
emigration,AL,Albania,HU,Hungary,2021,171.0
emigration,AL,Albania,HU,Hungary,2022,141.0
emigration,AL,Albania,HU,Hungary,2023,154.0
emigration,AL,Albania,HU,Hungary,2024,149.0
emigration,AL,Albania,IS,Iceland,2015,0.0
emigration,AL,Albania,IS,Iceland,2016,1.0
emigration,AL,Albania,IS,Iceland,2017,2.0
emigration,AL,Albania,IS,Iceland,2018,2.0
emigration,AL,Albania,IS,Iceland,2019,5.0
emigration,AL,Albania,IS,Iceland,2020,10.0
emigration,AL,Albania,IS,Iceland,2021,3.0
emigration,AL,Albania,IS,Iceland,2022,2.0
emigration,AL,Albania,IS,Iceland,2023,3.0
emigration,AL,Albania,IS,Iceland,2024,8.0
emigration,AL,Albania,IT,Italy,2015,1959.0
emigration,AL,Albania,IT,Italy,2016,1697.0
emigration,AL,Albania,IT,Italy,2017,1564.0
emigration,AL,Albania,IT,Italy,2018,1416.0
emigration,AL,Albania,IT,Italy,2019,1757.0
emigration,AL,Albania,IT,Italy,2020,1289.0
emigration,AL,Albania,IT,Italy,2021,2026.0
emigration,AL,Albania,IT,Italy,2022,1833.0
emigration,AL,Albania,IT,Italy,2023,1643.0
emigration,AL,Albania,IT,Italy,2024,1720.0
emigration,AL,Albania,LI,Liechtenstein,2015,0.0
emigration,AL,Albania,LI,Liechtenstein,2016,0.0
emigration,AL,Albania,LI,Liechtenstein,2017,0.0
emigration,AL,Albania,LI,Liechtenstein,2018,0.0
emigration,AL,Albania,LI,Liechtenstein,2019,0.0
emigration,AL,Albania,LI,Liechtenstein,2020,1.0
emigration,AL,Albania,LI,Liechtenstein,2021,0.0
emigration,AL,Albania,LT,Lithuania,2015,7.0
emigration,AL,Albania,LT,Lithuania,2016,7.0
emigration,AL,Albania,LT,Lithuania,2017,3.0
emigration,AL,Albania,LT,Lithuania,2018,3.0
emigration,AL,Albania,LT,Lithuania,2019,10.0
emigration,AL,Albania,LT,Lithuania,2020,15.0
emigration,AL,Albania,LT,Lithuania,2021,25.0
emigration,AL,Albania,LT,Lithuania,2023,12.0
emigration,AL,Albania,LT,Lithuania,2024,18.0
emigration,AL,Albania,LU,Luxembourg,2015,90.0
emigration,AL,Albania,LU,Luxembourg,2016,81.0
emigration,AL,Albania,LU,Luxembourg,2017,130.0
emigration,AL,Albania,LU,Luxembourg,2018,57.0
emigration,AL,Albania,LU,Luxembourg,2019,35.0
emigration,AL,Albania,LU,Luxembourg,2020,32.0
emigration,AL,Albania,LU,Luxembourg,2021,24.0
emigration,AL,Albania,LU,Luxembourg,2022,20.0
emigration,AL,Albania,LU,Luxembourg,2023,31.0
emigration,AL,Albania,LU,Luxembourg,2024,38.0
emigration,AL,Albania,LV,Latvia,2017,1.0
emigration,AL,Albania,LV,Latvia,2018,1.0
emigration,AL,Albania,LV,Latvia,2019,0.0
emigration,AL,Albania,LV,Latvia,2020,2.0
emigration,AL,Albania,LV,Latvia,2021,1.0
emigration,AL,Albania,LV,Latvia,2022,3.0
emigration,AL,Albania,LV,Latvia,2023,1.0
emigration,AL,Albania,LV,Latvia,2024,3.0
emigration,AL,Albania,MD,Moldova,2015,17.0
emigration,AL,Albania,MD,Moldova,2016,16.0
emigration,AL,Albania,MD,Moldova,2017,18.0
emigration,AL,Albania,MD,Moldova,2018,153.0
emigration,AL,Albania,MD,Moldova,2019,106.0
emigration,AL,Albania,MD,Moldova,2020,4.0
emigration,AL,Albania,MD,Moldova,2021,17.0
emigration,AL,Albania,MD,Moldova,2022,9.0
emigration,AL,Albania,MD,Moldova,2023,35.0
emigration,AL,Albania,MK,North Macedonia,2015,19.0
emigration,AL,Albania,MK,North Macedonia,2016,4.0
emigration,AL,Albania,MK,North Macedonia,2017,6.0
emigration,AL,Albania,MK,North Macedonia,2018,8.0
emigration,AL,Albania,MK,North Macedonia,2019,14.0
emigration,AL,Albania,MK,North Macedonia,2020,9.0
emigration,AL,Albania,MK,North Macedonia,2021,13.0
emigration,AL,Albania,NL,Netherlands,2015,44.0
emigration,AL,Albania,NL,Netherlands,2016,39.0
emigration,AL,Albania,NL,Netherlands,2017,98.0
emigration,AL,Albania,NL,Netherlands,2018,83.0
emigration,AL,Albania,NL,Netherlands,2019,72.0
emigration,AL,Albania,NL,Netherlands,2020,76.0
emigration,AL,Albania,NL,Netherlands,2021,85.0
emigration,AL,Albania,NL,Netherlands,2022,83.0
emigration,AL,Albania,NL,Netherlands,2023,81.0
emigration,AL,Albania,NL,Netherlands,2024,87.0
emigration,AL,Albania,NO,Norway,2015,12.0
emigration,AL,Albania,NO,Norway,2016,14.0
emigration,AL,Albania,NO,Norway,2017,18.0
emigration,AL,Albania,NO,Norway,2018,18.0
emigration,AL,Albania,NO,Norway,2019,20.0
emigration,AL,Albania,NO,Norway,2020,19.0
emigration,AL,Albania,NO,Norway,2021,24.0
emigration,AL,Albania,NO,Norway,2022,21.0
emigration,AL,Albania,NO,Norway,2023,32.0
emigration,AL,Albania,NO,Norway,2024,30.0
emigration,AL,Albania,RO,Romania,2015,2.0
emigration,AL,Albania,RO,Romania,2016,1.0
emigration,AL,Albania,RO,Romania,2017,188.0
emigration,AL,Albania,RO,Romania,2018,198.0
emigration,AL,Albania,RO,Romania,2021,592.0
emigration,AL,Albania,RO,Romania,2022,241.0
emigration,AL,Albania,RO,Romania,2023,643.0
emigration,AL,Albania,RO,Romania,2024,147.0
emigration,AL,Albania,SE,Sweden,2015,38.0
emigration,AL,Albania,SE,Sweden,2016,14.0
emigration,AL,Albania,SE,Sweden,2017,11.0
emigration,AL,Albania,SE,Sweden,2018,28.0
emigration,AL,Albania,SE,Sweden,2019,28.0
emigration,AL,Albania,SE,Sweden,2020,38.0
emigration,AL,Albania,SE,Sweden,2022,71.0
emigration,AL,Albania,SE,Sweden,2023,169.0
emigration,AL,Albania,SE,Sweden,2024,237.0
emigration,AL,Albania,SI,Slovenia,2015,3.0
emigration,AL,Albania,SI,Slovenia,2016,8.0
emigration,AL,Albania,SI,Slovenia,2017,10.0
emigration,AL,Albania,SI,Slovenia,2018,7.0
emigration,AL,Albania,SI,Slovenia,2019,11.0
emigration,AL,Albania,SI,Slovenia,2020,7.0
emigration,AL,Albania,SI,Slovenia,2021,21.0
emigration,AL,Albania,SI,Slovenia,2022,31.0
emigration,AL,Albania,SI,Slovenia,2023,34.0
emigration,AL,Albania,SI,Slovenia,2024,35.0
emigration,AL,Albania,SK,Slovakia,2015,0.0
emigration,AL,Albania,SK,Slovakia,2016,0.0
emigration,AL,Albania,SK,Slovakia,2017,1.0
emigration,AL,Albania,SK,Slovakia,2018,0.0
emigration,AL,Albania,SK,Slovakia,2019,0.0
emigration,AL,Albania,SK,Slovakia,2020,0.0
emigration,AL,Albania,SK,Slovakia,2021,0.0
emigration,AL,Albania,SK,Slovakia,2022,0.0
emigration,AL,Albania,SK,Slovakia,2023,0.0
emigration,AL,Albania,SK,Slovakia,2024,0.0
emigration,AL,Albania,UA,Ukraine,2020,4.0
emigration,AL,Albania,UA,Ukraine,2021,1.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,AT,Austria,2015,27236.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,AT,Austria,2016,31364.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,AT,Austria,2017,31156.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,AT,Austria,2018,32029.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,AT,Austria,2019,33944.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BE,Belgium,2015,35563.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BE,Belgium,2016,38091.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BE,Belgium,2017,39223.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BE,Belgium,2018,37679.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BE,Belgium,2019,39444.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BG,Bulgaria,2015,676.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BG,Bulgaria,2016,752.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BG,Bulgaria,2017,655.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BG,Bulgaria,2018,156.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,BG,Bulgaria,2019,131.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CH,Switzerland,2015,59775.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CH,Switzerland,2016,62354.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CH,Switzerland,2017,65930.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CH,Switzerland,2018,69145.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CH,Switzerland,2019,67457.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CY,Cyprus,2015,5436.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CY,Cyprus,2016,6071.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CY,Cyprus,2017,6115.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CY,Cyprus,2018,6656.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CY,Cyprus,2019,7519.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CZ,Czechia,2015,3830.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CZ,Czechia,2016,6909.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CZ,Czechia,2017,3691.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CZ,Czechia,2018,3110.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,CZ,Czechia,2019,34132.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DE,Germany,2015,126103.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DE,Germany,2016,153554.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DE,Germany,2017,184972.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DE,Germany,2018,194907.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DE,Germany,2019,226611.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DK,Denmark,2015,16404.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DK,Denmark,2016,19913.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DK,Denmark,2017,22560.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DK,Denmark,2018,23537.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,DK,Denmark,2019,27418.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EE,Estonia,2015,2169.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EE,Estonia,2016,2455.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EE,Estonia,2017,2146.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EE,Estonia,2018,2176.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EE,Estonia,2019,3981.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EL,Greece,2015,12510.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EL,Greece,2016,23437.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EL,Greece,2017,15853.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EL,Greece,2018,14197.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,EL,Greece,2019,14561.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ES,Spain,2015,124472.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ES,Spain,2016,120132.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ES,Spain,2017,144790.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ES,Spain,2018,111801.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,ES,Spain,2019,99138.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FI,Finland,2015,3131.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FI,Finland,2016,3483.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FI,Finland,2017,3877.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FI,Finland,2018,4583.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FI,Finland,2019,4145.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FR,France,2015,22716.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FR,France,2016,21954.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FR,France,2017,9481.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FR,France,2018,16692.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,FR,France,2019,23822.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,HR,Croatia,2015,415.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,HR,Croatia,2016,593.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,HR,Croatia,2017,675.0
emigration,EU28_FOR,EU28 countries (2013-2020) except reporting country,HR,Croatia,2018,793.0
